"pid","location","totval","bedrooms","nineplus","finalbaths","price1","date1","price2","date2","price3","date3","price4","date4","price5","date5","yearbuilt","sqft","pctgood","style","model","grade","occupancy","actype","bathstyle","kstyle","acres","zone","neighborhood","garagesqft","latitude","longitude"
7230,"33 MALTBY ST",132000,6,0,2,134000,"11/06/1989",NA,NA,NA,NA,NA,NA,NA,NA,1915,3223,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.1,"RM1","1000",0,41.314217,-72.89000416
7231,"37 MALTBY ST",134000,6,0,2,0,"11/19/1979",NA,NA,NA,NA,NA,NA,NA,NA,1915,3227,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.1,"RM1","1000",0,41.31437463,-72.8900266566667
7232,"41 MALTBY ST",148100,4,0,2,0,"08/31/2004",0,"09/15/1997",NA,NA,NA,NA,NA,NA,1915,3227,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.1,"RM1","1000",0,41.314467625,-72.8900542
7233,"45 MALTBY ST",158800,6,0,3,120000,"05/07/2003",66000,"08/27/1996",0,"04/19/1985",NA,NA,NA,NA,1900,3223,78,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.13,"RM1","1000",324,41.314487,-72.89004703
7234,"49 MALTBY ST",139400,6,0,3,82500,"07/06/2012",82500,"07/06/2012",0,"07/06/2012",0,"09/29/2009",0,"10/24/1983",1928,3053,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM1","1000",228,41.31467364,-72.8900953033333
7235,"53 MALTBY ST",139400,6,0,3,0,"05/28/2015",75000,"05/19/2015",0,"02/20/2015",177000,"10/05/2004",144000,"01/14/2003",1915,3053,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM1","1000",324,41.314667,-72.8901207366667
7236,"284 LOMBARD ST",144800,8,0,3,70000,"09/04/2014",0,"09/04/2014",0,"09/14/1984",NA,NA,NA,NA,1900,3059,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.11,"RM1","1000",400,41.31538273,-72.8951397833333
7237,"278 LOMBARD ST",120600,5,0,3,83000,"12/24/2013",0,"12/18/2003",0,"12/18/2003",115000,"12/13/2002",0,"09/23/1987",1900,2396,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM1","1000",0,41.31540414,-72.89500183
7238,"272 LOMBARD ST",129200,4,0,3,170000,"07/11/2005",140000,"09/18/2002",0,"12/08/1986",NA,NA,NA,NA,1910,2777,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM1","1000",0,41.3153383633333,-72.89486537
7239,"268 LOMBARD ST",130400,8,0,3,101250,"06/16/2009",0,"02/13/2009",297000,"08/15/2007",0,"08/24/2004",134000,"03/08/2004",1910,2886,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM1","1000",0,41.31537937,-72.8947564866667
7240,"264 LOMBARD ST",127700,3,0,2,0,"09/06/2013",0,"01/25/2008",0,"09/19/1986",NA,NA,NA,NA,1910,2861,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.12,"RM1","1000",0,41.31545636,-72.89463084
7241,"260 LOMBARD ST",140400,5,0,3,75000,"03/11/1994",NA,NA,NA,NA,NA,NA,NA,NA,1900,2846,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.12,"RM1","1000",0,41.31547485,-72.8945100166667
7242,"256 LOMBARD ST",135200,4,0,3,105000,"11/27/2009",0,"05/13/2009",165000,"11/25/2003",125000,"10/31/2000",12000,"03/18/1993",1910,2502,78,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.12,"RM1","1000",0,41.315517,-72.8944
7243,"252 LOMBARD ST",114500,8,0,3,315000,"09/20/2006",175000,"03/10/2004",0,"06/03/1999",0,"12/03/1998",199900,"04/07/1989",1900,2850,55,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.12,"RM1","1000",0,41.3154097766667,-72.89427369
7244,"248 LOMBARD ST",131100,6,0,3,0,"01/24/2014",190000,"05/25/2004",0,"07/09/2002",0,"12/01/1995",0,"05/24/1995",1900,2850,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM1","1000",0,41.31544094,-72.89416223
7245,"244 LOMBARD ST",125200,4,0,2,117000,"04/02/2003",0,"04/27/1994",NA,NA,NA,NA,NA,NA,1915,2850,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.1,"RM1","1000",0,41.3154585433333,-72.89404688
7246,"240 LOMBARD ST",135200,6,0,3,93000,"02/03/1995",0,"09/30/1992",NA,NA,NA,NA,NA,NA,1900,3032,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.11,"RM1","1000",0,41.31547515,-72.89402
7249,"155 CHATHAM ST",132900,6,0,3,130000,"03/13/2015",109000,"07/02/2008",174000,"02/01/2008",0,"11/15/2004",90000,"09/03/2004",1900,2875,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.11,"RM1","1000",294,41.3146604,-72.89370945
7250,"159 CHATHAM ST",134300,6,0,3,77000,"12/21/1998",NA,NA,NA,NA,NA,NA,NA,NA,1905,2491,78,"2 Family","Multi-Fam 2-4","Average",2,"Central","Average","Average",0.1,"RM1","1000",0,41.31462096,-72.89383487
7251,"163 CHATHAM ST",117900,6,0,3,0,"03/26/2015",173000,"03/18/2005",0,"01/14/2005",56000,"05/22/1997",80000,"03/26/1986",1900,2491,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.1,"RM1","1000",0,41.3146238,-72.893974
7252,"167 CHATHAM ST",155600,7,0,3,137000,"07/29/1992",NA,NA,NA,NA,NA,NA,NA,NA,1915,2875,78,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.13,"RM1","1000",0,41.31454,-72.89409
7253,"169 CHATHAM ST",145700,6,0,4,105000,"12/22/2000",0,"08/23/2000",0,"08/23/2000",0,"08/08/2000",0,"08/08/2000",1915,3145,68,"4 Family","Multi-Fam 2-4","Average",4,"None","Average","Average",0.13,"RM1","1000",400,41.314525635,-72.8941910933333
7254,"171 CHATHAM ST",128200,6,0,3,125000,"10/13/1994",0,"04/22/1993",NA,NA,NA,NA,NA,NA,1900,2876,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.13,"RM1","1000",0,41.31455533,-72.8942936733333
7255,"175 CHATHAM ST",103800,6,0,2,55000,"11/08/2001",0,"11/08/2001",0,"05/08/1981",NA,NA,NA,NA,1900,2491,55,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.13,"RM1","1000",0,41.31447747,-72.8944266966667
7256,"179 CHATHAM ST",115200,6,0,2,0,"12/06/2004",133000,"02/09/2004",63000,"05/02/2002",0,"07/05/2001",0,"02/01/1999",1915,2591,55,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.13,"RM1","1000",0,41.31455722,-72.89455221
7257,"183 CHATHAM ST",118000,6,0,2,0,"03/09/2015",0,"03/19/2013",116900,"12/02/2008",0,"06/27/2008",169396,"10/05/2007",1915,2502,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.1,"RM1","1000",0,41.31443784,-72.8946726666667
7258,"187 CHATHAM ST",133900,6,0,3,185000,"05/17/2004",0,"01/20/2004",85000,"12/30/2003",0,"11/18/2002",0,"04/17/2002",1915,2963,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM1","1000",0,41.31446,-72.89480118
7259,"191 CHATHAM ST",147400,8,0,3,235000,"08/26/2005",0,"12/08/2004",175000,"10/05/2004",66200,"09/18/2001",0,"01/14/1993",1915,2963,78,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.11,"RM1","1000",0,41.31442161,-72.8949266933333
7262,"222 LOMBARD ST",165000,6,0,4,115000,"04/12/1999",195000,"02/10/1988",NA,NA,NA,NA,NA,NA,1900,3276,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.19,"RM1","1000",360,41.31554563,-72.8934163333333
7263,"218 LOMBARD ST",143100,8,0,3,150000,"10/05/1989",NA,NA,NA,NA,NA,NA,NA,NA,1915,3283,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.11,"RM1","1000",0,41.3155912966667,-72.8932337466667
7264,"214 LOMBARD ST",140200,5,0,2,0,"06/23/2015",0,"09/19/2014",0,"08/05/2014",0,"01/22/2014",0,"06/20/2013",1915,3247,68,"2 Family","Multi-Fam 2-4","Average",2,"Central","Average","Average",0.14,"RM1","1000",0,41.31557767,-72.8930953933333
7265,"210 LOMBARD ST",140900,6,0,3,90000,"10/19/1998",0,"04/29/1983",NA,NA,NA,NA,NA,NA,1900,3247,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.14,"RM1","1000",0,41.31569641,-72.89296177
7266,"206 LOMBARD ST",141500,6,0,3,0,"09/04/2012",0,"02/02/2009",0,"02/02/2009",0,"11/26/2007",248000,"10/31/2007",1900,3268,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.14,"RM1","1000",324,41.31572156,-72.8928203733333
7267,"202 LOMBARD ST",158400,6,0,3,165000,"08/30/2005",0,"02/05/1998",0,"02/17/1995",NA,NA,NA,NA,1915,3182,78,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.16,"RM1","1000",324,41.31563998,-72.89267959
7268,"212 CLINTON AV",152300,7,0,3,120000,"08/05/2002",0,"02/16/2000",40000,"03/12/1999",0,"09/17/1998",125000,"07/17/1995",1915,3170,78,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM1","1000",0,41.31564,-72.89213887
7269,"208 CLINTON AV",136100,4,0,2,0,"10/02/1980",NA,NA,NA,NA,NA,NA,NA,NA,1915,3308,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.1,"RM1","1000",0,41.31554,-72.8921148766667
7270,"204 CLINTON AV",142800,5,0,3,92500,"04/22/2003",0,"01/08/2003",0,"01/27/1978",NA,NA,NA,NA,1915,3308,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM1","1000",322,41.3154521633333,-72.8920891633333
7271,"200 CLINTON AV",122400,6,0,2,1e+05,"07/25/2011",0,"04/21/2011",0,"04/16/2010",0,"05/30/2007",0,"04/29/2005",1915,3308,55,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.1,"RM1","1000",400,41.3153448133333,-72.8920633966667
7272,"196 CLINTON AV",141400,6,0,3,0,"06/02/1998",NA,NA,NA,NA,NA,NA,NA,NA,1915,3300,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM1","1000",0,41.3152434,-72.89203396
7273,"192 CLINTON AV",173900,6,0,2,81400,"07/11/1995",0,"05/08/1992",NA,NA,NA,NA,NA,NA,1915,3183,90,"2 Family","Multi-Fam 2-4","Average",2,"Central","Average","Average",0.1,"RM1","1000",380,41.315136,-72.8920123566667
7274,"188 CLINTON AV",159500,6,0,3,180000,"01/09/2004",0,"08/10/1998",NA,NA,NA,NA,NA,NA,1915,3182,78,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM1","1000",600,41.3150440733333,-72.8919835866667
7275,"184 CLINTON AV",141000,6,0,3,170000,"06/25/2004",89900,"03/01/1995",0,"01/05/1995",NA,NA,NA,NA,1915,3147,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM1","1000",324,41.314934,-72.8919267166667
7276,"125 CHATHAM ST",154100,6,0,3,1e+05,"06/21/1993",NA,NA,NA,NA,NA,NA,NA,NA,1915,3189,78,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.15,"RM1","1000",0,41.31476894,-72.89243278
7277,"129 CHATHAM ST",142600,7,0,4,0,"09/17/2015",0,"12/01/2014",162500,"12/01/2014",0,"01/13/2012",0,"01/06/2012",1915,3188,68,"4 Family","Multi-Fam 2-4","Average",4,"None","Average","Average",0.21,"RM1","1000",0,41.314741785,-72.8926161066667
7278,"141 CHATHAM ST",128900,3,0,1.5,155900,"11/02/2005",58000,"08/29/1997",24000,"10/08/1996",0,"10/11/1988",NA,NA,1900,1140,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.22,"RM1","1000",0,41.31478492,-72.893
7284,"168 LOMBARD ST",136200,3,0,1,90000,"10/23/2002",0,"10/23/2002",0,"08/24/1967",NA,NA,NA,NA,1910,1396,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.07,"RM1","1000",170,41.31588474,-72.8917245566667
7285,"164 LOMBARD ST",137200,3,0,1,0,"03/07/2014",0,"03/07/2014",45900,"12/04/1998",0,"11/20/1991",NA,NA,1910,1380,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.07,"RM1","1000",200,41.31583043,-72.8916036033333
7286,"158 LOMBARD ST",137000,3,0,1,156300,"11/26/2014",56000,"11/23/1999",0,"09/27/1999",0,"03/04/1999",NA,NA,1910,1380,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.07,"RM1","1000",180,41.3158490366667,-72.8914788133333
7287,"150 LOMBARD ST",135300,7,0,3,23500,"03/07/1975",NA,NA,NA,NA,NA,NA,NA,NA,1900,3169,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.14,"RM1","1000",336,41.31593646,-72.891304
7288,"146 LOMBARD ST",133700,6,0,2,125000,"07/07/1989",NA,NA,NA,NA,NA,NA,NA,NA,1910,3169,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.13,"RM1","1000",0,41.3158525766667,-72.8912118466667
7289,"142 LOMBARD ST",153000,6,0,3,140000,"08/20/2012",44000,"02/10/2012",0,"01/17/2012",65000,"10/27/1994",0,"05/17/1982",1915,3169,78,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.13,"RM1","1000",0,41.31586857,-72.89115
7290,"138 LOMBARD ST",147300,7,0,2,0,"08/14/2009",105000,"12/19/1986",NA,NA,NA,NA,NA,NA,1915,3169,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.13,"RM1","1000",0,41.31597652,-72.89108
7291,"134 LOMBARD ST",133400,4,0,2,202000,"09/01/2006",0,"04/11/2002",0,"01/30/1995",0,"02/23/1994",NA,NA,1907,3169,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.13,"RM1","1000",0,41.31589695,-72.89101
7292,"130 LOMBARD ST",155300,7,0,4,270000,"05/30/2007",111000,"07/21/2000",0,"07/21/2000",16500,"02/29/2000",0,"10/20/1999",1910,3169,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.13,"RM1","1000",0,41.31594501,-72.89093
7294,"87 CHATHAM ST",152800,6,0,3,175000,"01/18/2011",90000,"10/02/2009",0,"05/05/2009",294000,"04/02/2007",0,"10/22/2003",1910,3307,68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.17,"RM1","1000",0,41.315014,-72.89069
7295,"91 CHATHAM ST",152800,4,0,2,0,"12/31/2014",0,"12/31/2014",30000,"12/20/1976",NA,NA,NA,NA,1910,3307,68,"2 Family","Multi-Fam 2-4","Above Average",2,"Central","Average","Average",0.14,"RM1","1000",0,41.31499149,-72.89083843
7296,"95 CHATHAM ST",136800,8,0,3,0,"03/06/2014",0,"03/06/2014",0,"03/27/2009",57500,"02/20/2003",0,"10/04/2001",1900,3424,55,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.14,"RM1","1000",440,41.314976,-72.890976
7297,"99 CHATHAM ST",143400,5,0,3,134075,"07/01/2002",0,"07/27/1999",0,"01/30/1998",0,"01/09/1991",NA,NA,1915,2875,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.12,"RM1","1000",0,41.31501355,-72.8911139166667
7298,"101 CHATHAM ST",138800,5,0,3,85000,"06/30/1998",NA,NA,NA,NA,NA,NA,NA,NA,1900,2751,68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.12,"RM1","1000",0,41.314936185,-72.8912318
7299,"181 CLINTON AV",140600,6,0,3,83000,"12/09/1998",0,"11/27/1998",NA,NA,NA,NA,NA,NA,1900,3291,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.08,"RM1","1000",0,41.314986,-72.89182
7300,"185 CLINTON AV",140200,6,0,3,0,"01/15/2015",230000,"12/13/2004",0,"01/30/1990",NA,NA,NA,NA,1910,3307,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.08,"RM1","1000",0,41.315067,-72.891719
7301,"191 CLINTON AV",137900,6,0,3,65000,"05/20/1998",83430,"07/08/1992",NA,NA,NA,NA,NA,NA,1900,3297,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.08,"RM1","1000",0,41.3151946,-72.89188
7302,"195 CLINTON AV",139300,6,0,3,63000,"11/01/1994",0,"06/02/1994",NA,NA,NA,NA,NA,NA,1910,3307,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.08,"RM1","1000",0,41.315275015,-72.8919
7303,"199 CLINTON AV",136000,6,0,3,127000,"07/01/2003",90000,"03/15/1999",0,"09/09/1996",0,"08/21/1996",0,"04/22/1996",1900,3053,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM1","1000",0,41.315365,-72.89192
7304,"203 CLINTON AV",146200,6,0,3,175000,"12/14/2012",205000,"11/16/1988",NA,NA,NA,NA,NA,NA,1910,3287,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM1","1000",0,41.315453,-72.89194
7305,"87 MALTBY ST",111000,6,0,3,255000,"01/02/2007",205000,"12/06/2004",1e+05,"07/01/2003",0,"10/21/1997",0,"08/29/1980",1900,2200,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.07,"RM1","1000",0,41.3158497,-72.89042398
7306,"102 LOMBARD ST",171300,6,0,2,0,"07/03/2012",0,"02/16/2012",0,"01/08/2009",0,"01/15/1993",NA,NA,1910,3590,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.24,"RM1","1000",1992,41.31610579,-72.89007045
7307,"98 LOMBARD ST",131800,6,0,3,130000,"06/05/2000",19500,"08/05/1999",0,"05/24/1999",0,"08/30/1994",NA,NA,1900,3003,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.09,"RM1","1000",0,41.31606864,-72.8899087833333
7308,"90 LOMBARD ST",126200,4,0,2,51000,"11/15/2011",0,"11/18/2010",0,"02/11/2002",132500,"01/31/2001",0,"08/04/1999",1915,2929,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.09,"RM1","1000",0,41.3160927666667,-72.88974596
7309,"86 LOMBARD ST",125100,4,0,2,75000,"04/15/2015",0,"06/23/2011",160000,"12/10/2009",250000,"12/14/2005",0,"08/23/2005",1915,2320,68,"2 Family","Multi-Fam 2-4","Average",2,"Central","Average","Average",0.09,"RM1","1000",198,41.31611047,-72.88962508
7310,"82 LOMBARD ST",127400,4,0,2,0,"08/11/2006",215000,"10/17/2005",160000,"10/09/2003",160000,"10/09/2003",40000,"04/19/1999",1900,2214,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.09,"RM1","1000",0,41.316068915,-72.88950559
7311,"84 DOWNING ST",117200,6,0,2,159500,"06/30/2008",0,"06/21/2007",275000,"12/28/2005",148000,"11/20/2003",84000,"08/28/2003",1910,2912,55,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.12,"RM1","1000",0,41.3156,-72.8892518033333
7312,"80 DOWNING ST",107000,2,0,1,105000,"12/06/2006",0,"06/29/2006",0,"09/07/2004",45000,"10/30/2002",0,"01/09/2002",1900,1000,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.06,"RM1","1000",0,41.31557811,-72.8892222033333
7313,"51 CHATHAM ST",172500,6,0,3,0,"02/26/2002",0,"11/01/2001",18100,"01/13/1993",NA,NA,NA,NA,1915,4168,68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.13,"RM1","1000",0,41.315212,-72.8892802133333
7314,"59 CHATHAM ST",107900,4,0,2,52000,"08/18/2015",0,"05/15/2014",75000,"05/15/2014",63500,"10/11/1996",64375,"05/02/1995",1910,1916,55,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.13,"RM1","1000",540,41.31517,-72.88957
7315,"63 CHATHAM ST",143100,4,0,1,0,"03/03/2005",87000,"08/03/2001",36500,"08/31/2000",0,"06/06/2000",0,"05/06/1996",1910,1553,68,"Colonial","Single Family","Average",1,"Central","Average","Average",0.13,"RM1","1000",0,41.31521562,-72.88963643
7316,"65 CHATHAM ST",148000,5,0,2,198000,"02/09/2005",0,"10/08/1986",NA,NA,NA,NA,NA,NA,1890,3169,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.19,"RM1","1000",0,41.31523355,-72.8897877166667
7317,"73 CHATHAM ST",123600,5,0,3.5,0,"11/21/2011",0,"11/10/1969",NA,NA,NA,NA,NA,NA,1925,1940,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.2,"RM1","1000",308,41.31516861,-72.8900407
7319,"77 MALTBY ST",117900,4,0,1,26500,"12/31/2014",0,"09/11/2014",0,"09/05/2014",0,"01/20/2004",11000,"10/01/1999",1890,1465,68,"Cape Cod","Single Family","Below Average",1,"None","Average","Average",0.07,"RM1","1000",0,41.31563835,-72.8903500033333
7320,"83 MALTBY ST",140100,3,0,1,27000,"12/03/2012",0,"10/18/2012",0,"06/04/2012",69900,"07/01/1999",15675,"12/04/1998",1910,1694,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.05,"RM1","1000",0,41.315605,-72.89038834
7322,"200 PECK ST",127500,4,0,3,0,"07/07/2008",0,"09/09/1996",22000,"04/11/1994",NA,NA,NA,NA,1900,2533,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.16,"RM1","1000",0,41.3162553966667,-72.89540377
7323,"196 PECK ST",121600,4,0,2,0,"10/12/1995",67000,"08/05/1993",NA,NA,NA,NA,NA,NA,1915,2260,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.13,"RM1","1000",750,41.31627883,-72.89529
7324,"190 PECK ST",134600,4,0,2,0,"06/27/2001",62500,"02/25/1987",NA,NA,NA,NA,NA,NA,1915,2949,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.13,"RM1","1000",600,41.31630177,-72.8950912
7325,"188 PECK ST",127100,4,0,2,0,"02/04/1980",NA,NA,NA,NA,NA,NA,NA,NA,1900,2344,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.13,"RM1","1000",440,41.3163519066667,-72.89497215
7326,"184 PECK ST",140900,3,0,1,85000,"09/02/2014",0,"09/19/1986",NA,NA,NA,NA,NA,NA,1918,1155,78,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.13,"RM1","1000",0,41.3163386433333,-72.8948344633333
7327,"180 PECK ST",160500,6,0,3,40000,"12/12/2011",61500,"01/04/2011",0,"01/12/2010",0,"11/25/2009",0,"11/18/2009",1900,3450,68,"3 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.14,"RM1","1000",760,41.31639365,-72.8946950733333
7328,"170 PECK ST",103400,5,0,2,231500,"11/13/2008",0,"06/25/2008",114000,"06/25/2008",0,"06/25/2008",0,"05/25/2007",1910,2568,55,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.13,"RM1","1000",0,41.316513,-72.8944936566667
7329,"168 PECK ST",118600,5,0,2,0,"11/14/2005",0,"08/17/2005",0,NA,NA,NA,NA,NA,1915,2423,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.08,"RM1","1000",264,41.3164420466667,-72.8943963
7330,"166 PECK ST",115100,4,0,2,0,"10/02/2008",148000,"08/15/2003",68000,"01/13/2003",12050,"01/29/2002",20000,"03/23/1999",1900,2423,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.08,"RM1","1000",0,41.31645639,-72.89427375
7331,"164 PECK ST",112800,4,0,2,120000,"08/17/2009",230000,"06/08/2006",2e+05,"02/15/2005",59000,"07/11/2000",0,"09/07/1993",1915,1938,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.08,"RM1","1000",288,41.316544,-72.89423
7334,"239 LOMBARD ST",115800,3,0,1,55000,"10/25/1995",0,"07/15/1983",NA,NA,NA,NA,NA,NA,1900,1372,55,"Colonial","Single Family","Average",1,"None","Average","Average",0.08,"RM1","1000",0,41.31559,-72.893974
7335,"243 LOMBARD ST",139600,3,0,1,70350,"11/13/2014",0,"11/13/2014",84000,"07/26/2002",117000,"02/21/1989",NA,NA,1900,1184,78,"Colonial","Single Family","Average",1,"None","Average","Average",0.13,"RM1","1000",0,41.315571705,-72.89408571
7336,"249 LOMBARD ST",135600,6,0,3,30000,"05/25/2006",0,"11/01/2001",122000,"11/01/2001",0,"05/19/1981",NA,NA,1910,3058,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.13,"RM1","1000",0,41.31563281,-72.8942290533333
7337,"253 LOMBARD ST",154600,4,0,4,0,"12/01/1994",0,"08/29/1979",NA,NA,NA,NA,NA,NA,1910,3022,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.13,"RM1","1000",600,41.31561354,-72.8943614466667
